scenario,boat_id,time,lat,lon,speed,heading,ax,ay,az,gx,gy,gz
crossing,CR11,86,9.5906409,76.5258674,5.33,101.28,-0.0288,0.0,9.8504,0.01224,0.01975,0.0
crossing,CR11,87,9.5906316,76.5259148,5.31,101.28,-0.0255,0.0,9.823,0.02119,0.03763,0.0
crossing,CR11,88,9.5906222,76.5259622,5.31,101.28,0.0041,0.0,9.8042,-0.02833,-0.01225,0.0
crossing,CR11,89,9.5906128,76.5260099,5.34,101.28,0.0298,0.0,9.8727,0.01763,0.01225,0.0
crossing,CR11,90,9.5906035,76.5260574,5.31,101.28,-0.0289,0.0,9.845,0.00473,0.00908,0.0
crossing,CR11,91,9.5905943,76.5261048,5.31,101.13,-0.0043,-0.0139,9.9189,-0.01432,0.01951,-0.0026
crossing,CR11,92,9.5905852,76.5261524,5.33,100.98,0.0195,-0.0139,9.8186,-0.006,0.01129,-0.0026
crossing,CR11,93,9.5905762,76.5262002,5.34,100.83,0.0164,-0.014,9.8459,0.01006,-0.02268,-0.0026
crossing,CR11,94,9.5905673,76.5262481,5.35,100.68,0.0045,-0.014,9.7542,0.03197,-0.0113,-0.0026
crossing,CR11,95,9.5905586,76.5262956,5.31,100.53,-0.0363,-0.0139,9.8496,-0.03571,0.01333,-0.0026
crossing,CR11,96,9.59055,76.5263432,5.31,100.38,0.0012,-0.0139,9.8307,0.01641,-0.04574,-0.0026
crossing,CR11,97,9.5905415,76.526391,5.33,100.23,0.0172,-0.0139,9.7593,0.00549,0.02298,-0.0026
crossing,CR11,98,9.5905331,76.5264388,5.33,100.08,0.0014,-0.014,9.8574,0.00299,-0.01731,-0.0026
crossing,CR11,99,9.5905249,76.5264862,5.28,99.93,-0.0447,-0.0138,9.8307,0.00912,0.00574,-0.0026
crossing,CR11,100,9.5905169,76.5265335,5.27,99.78,-0.0164,-0.0138,9.7584,-0.02769,-0.0057,-0.0026
crossing,CR11,101,9.590509,76.526581,5.28,99.63,0.0124,-0.0138,9.7755,-0.03258,-0.00496,-0.0026
crossing,CR11,102,9.5905011,76.5266286,5.3,99.48,0.0182,-0.0139,9.9136,0.00459,0.01124,-0.0026
crossing,CR11,103,9.5904934,76.5266761,5.29,99.33,-0.0112,-0.0138,9.8063,0.00375,-0.00613,-0.0026
crossing,CR11,104,9.5904859,76.5267236,5.28,99.18,-0.0054,-0.0138,9.803,-0.02374,-0.02236,-0.0026
crossing,CR11,105,9.5904784,76.5267712,5.29,99.03,0.0071,-0.0138,9.8199,0.01649,0.0044,-0.0026
crossing,CR11,106,9.5904711,76.5268186,5.26,98.88,-0.0254,-0.0138,9.8052,-0.02194,0.00032,-0.0026
crossing,CR11,107,9.5904639,76.5268662,5.28,98.73,0.0191,-0.0138,9.8392,0.03086,0.03998,-0.0026
crossing,CR11,108,9.5904568,76.5269138,5.28,98.58,-0.0049,-0.0138,9.8088,-0.01985,-0.03704,-0.0026
crossing,CR11,109,9.5904499,76.5269612,5.26,98.43,-0.016,-0.0138,9.8171,0.00029,0.02524,-0.0026
crossing,CR11,110,9.5904431,76.5270085,5.25,98.28,-0.0126,-0.0137,9.7849,0.00106,0.01626,-0.0026
crossing,CR11,111,9.5904365,76.5270558,5.24,98.13,-0.0071,-0.0137,9.9063,0.04691,0.00831,-0.0026
crossing,CR11,112,9.5904299,76.5271031,5.25,97.98,0.0041,-0.0137,9.7737,-0.00192,0.00832,-0.0026
crossing,CR11,113,9.5904235,76.5271507,5.28,97.83,0.0286,-0.0138,9.8125,0.01159,0.00398,-0.0026
crossing,CR11,114,9.5904172,76.5271982,5.26,97.68,-0.0162,-0.0138,9.8525,0.00664,-0.01965,-0.0026
crossing,CR11,115,9.5904109,76.527246,5.29,97.53,0.029,-0.0138,9.8391,-0.0147,0.0192,-0.0026
crossing,CR11,116,9.5904048,76.5272938,5.3,97.38,0.009,-0.0139,9.8129,0.00139,-0.00736,-0.0026
crossing,CR11,117,9.5903989,76.5273415,5.28,97.23,-0.021,-0.0138,9.839,0.00205,-0.02323,-0.0026
crossing,CR11,118,9.590393,76.5273893,5.29,97.08,0.0101,-0.0138,9.8672,-0.01563,0.05281,-0.0026
crossing,CR11,119,9.5903873,76.5274372,5.29,96.93,0.0035,-0.0138,9.8389,0.01854,0.02383,-0.0026
crossing,CR11,120,9.5903817,76.527485,5.29,96.78,0.0026,-0.0139,9.7818,-0.00048,-0.0029,-0.0026
crossing,CR11,121,9.5903762,76.527533,5.3,96.63,0.0105,-0.0139,9.8033,-0.02052,-0.02032,-0.0026
crossing,CR11,122,9.5903708,76.5275808,5.28,96.48,-0.0218,-0.0138,9.8356,-0.01402,-0.02986,-0.0026
crossing,CR11,123,9.5903656,76.5276289,5.31,96.33,0.0304,-0.0139,9.8417,0.00428,-0.02122,-0.0026
crossing,CR11,124,9.5903604,76.527677,5.31,96.18,-0.0054,-0.0139,9.7469,0.03035,0.00847,-0.0026
crossing,CR11,125,9.5903555,76.5277247,5.26,96.03,-0.0434,-0.0138,9.7648,0.00149,0.00143,-0.0026
crossing,CR11,126,9.5903506,76.5277725,5.27,95.88,0.0114,-0.0138,9.8093,-0.01734,0.01428,-0.0026
crossing,CR11,127,9.5903459,76.5278203,5.28,95.73,0.0061,-0.0138,9.8072,-0.01029,0.01322,-0.0026
crossing,CR11,128,9.5903413,76.5278682,5.28,95.58,-0.0012,-0.0138,9.8834,0.03261,-0.02371,-0.0026
crossing,CR11,129,9.5903368,76.5279158,5.25,95.43,-0.0273,-0.0137,9.8004,0.00739,0.04553,-0.0026
crossing,CR11,130,9.5903325,76.5279633,5.24,95.28,-0.015,-0.0137,9.8263,-0.02702,0.00535,-0.0026
crossing,CR11,131,9.5903283,76.5280106,5.21,95.13,-0.0258,-0.0136,9.7018,-0.00733,-0.02139,-0.0026
crossing,CR11,132,9.5903242,76.5280582,5.25,94.98,0.0357,-0.0137,9.7429,-0.02953,-0.01789,-0.0026
crossing,CR11,133,9.5903203,76.5281058,5.24,94.83,-0.0024,-0.0137,9.7278,0.01433,-0.00431,-0.0026
crossing,CR11,134,9.5903164,76.5281532,5.22,94.68,-0.0276,-0.0137,9.745,-0.0013,0.00464,-0.0026
crossing,CR11,135,9.5903127,76.5282007,5.23,94.53,0.0106,-0.0137,9.7998,-0.05059,-0.00181,-0.0026
crossing,CR11,136,9.5903092,76.5282481,5.22,94.38,-0.0065,-0.0137,9.8691,0.03005,0.00285,-0.0026
crossing,CR11,137,9.5903057,76.5282957,5.24,94.23,0.0183,-0.0137,9.7291,-0.01934,0.00097,-0.0026
crossing,CR11,138,9.5903024,76.5283432,5.22,94.08,-0.0173,-0.0137,9.7245,0.0094,-0.01083,-0.0026
crossing,CR11,139,9.5902991,76.5283909,5.26,93.93,0.0356,-0.0138,9.7735,0.00934,-0.00252,-0.0026
crossing,CR11,140,9.590296,76.528439,5.29,93.78,0.0342,-0.0139,9.8601,0.01791,0.01012,-0.0026
crossing,CR11,141,9.590293,76.5284872,5.3,93.63,0.0089,-0.0139,9.8382,0.04629,-0.01603,-0.0026
crossing,CR11,142,9.5902901,76.5285355,5.31,93.48,0.0055,-0.0139,9.7558,0.00911,0.01524,-0.0026
crossing,CR11,143,9.5902873,76.5285836,5.3,93.33,-0.0092,-0.0139,9.8644,0.01184,0.00176,-0.0026
crossing,CR11,144,9.5902847,76.5286318,5.29,93.18,-0.0054,-0.0139,9.8002,-0.03958,0.00866,-0.0026
crossing,CR11,145,9.5902822,76.5286796,5.26,93.03,-0.0319,-0.0138,9.8186,0.01706,0.01412,-0.0026
crossing,CR11,146,9.5902798,76.5287276,5.27,92.88,0.0081,-0.0138,9.7601,-0.0265,0.03471,-0.0026
crossing,CR11,147,9.5902776,76.5287753,5.25,92.73,-0.0195,-0.0137,9.866,0.00521,-0.01944,-0.0026
crossing,CR11,148,9.5902755,76.5288228,5.21,92.58,-0.0346,-0.0136,9.8134,-0.00431,0.03253,-0.0026
crossing,CR11,149,9.5902735,76.5288699,5.18,92.43,-0.0331,-0.0136,9.8096,-0.0161,0.03471,-0.0026
crossing,CR11,150,9.5902717,76.528917,5.17,92.28,-0.0104,-0.0135,9.7863,0.02887,-0.00108,-0.0026
crossing,CR11,151,9.5902699,76.5289638,5.14,92.13,-0.0293,-0.0135,9.8866,0.00403,0.0117,-0.0026
crossing,CR11,152,9.5902684,76.5290105,5.13,91.98,-0.0092,-0.0134,9.8925,-0.00497,0.01656,-0.0026
crossing,CR11,153,9.5902669,76.5290571,5.11,91.83,-0.0167,-0.0134,9.791,0.01342,0.04108,-0.0026
crossing,CR11,154,9.5902656,76.5291036,5.11,91.68,-0.003,-0.0134,9.8146,-0.00938,0.00289,-0.0026
crossing,CR11,155,9.5902643,76.52915,5.09,91.53,-0.0198,-0.0133,9.7812,-0.00361,0.02193,-0.0026
crossing,CR11,156,9.5902632,76.5291967,5.12,91.38,0.0325,-0.0134,9.8877,-0.02499,0.03498,-0.0026
crossing,CR11,157,9.5902622,76.5292437,5.17,91.23,0.0415,-0.0135,9.8297,0.02339,-0.00925,-0.0026
crossing,CR11,158,9.5902614,76.5292908,5.17,91.08,0.0059,-0.0135,9.8675,0.01514,0.0111,-0.0026
crossing,CR11,159,9.5902606,76.529338,5.18,90.93,0.0102,-0.0136,9.8162,0.03233,0.01102,-0.0026
crossing,CR11,160,9.59026,76.5293852,5.18,90.78,-0.0003,-0.0136,9.8989,0.0132,0.00892,-0.0026
crossing,CR11,161,9.5902595,76.5294325,5.19,90.63,0.0056,-0.0136,9.8096,-0.00726,-0.00165,-0.0026
crossing,CR11,162,9.5902591,76.5294798,5.19,90.48,0.0044,-0.0136,9.7945,-0.02704,0.00429,-0.0026
crossing,CR11,163,9.5902588,76.5295267,5.15,90.33,-0.0381,-0.0135,9.8287,-0.01346,-0.04817,-0.0026
crossing,CR11,164,9.5902587,76.5295738,5.17,90.18,0.0178,-0.0135,9.8879,0.00835,0.03041,-0.0026
crossing,CR11,165,9.5902587,76.5296209,5.17,90.03,0.0001,-0.0135,9.7952,0.00375,0.01021,-0.0026
crossing,CR11,166,9.5902588,76.5296682,5.19,89.88,0.0204,-0.0136,9.7934,-0.02534,-0.01198,-0.0026
crossing,CR11,167,9.590259,76.5297157,5.21,89.73,0.0137,-0.0136,9.8395,0.01859,0.03819,-0.0026
crossing,CR11,168,9.5902593,76.5297633,5.23,89.58,0.0215,-0.0137,9.7191,0.0138,0.01531,-0.0026
crossing,CR11,169,9.5902598,76.5298111,5.25,89.43,0.0197,-0.0137,9.8758,-0.0097,-0.01617,-0.0026
crossing,CR11,170,9.5902604,76.5298588,5.23,89.28,-0.0131,-0.0137,9.7702,0.00548,-0.00358,-0.0026
crossing,CR11,171,9.5902611,76.529907,5.3,89.13,0.0647,-0.0139,9.7767,-0.01721,0.01881,-0.0026
crossing,CR11,172,9.590262,76.5299553,5.3,88.98,-0.0029,-0.0139,9.8539,-0.01576,-0.00702,-0.0026
crossing,CR11,173,9.5902629,76.5300032,5.26,88.83,-0.0348,-0.0138,9.8544,-0.0165,0.02286,-0.0026
crossing,CR11,174,9.590264,76.5300509,5.24,88.68,-0.0172,-0.0137,9.8869,0.00294,-0.00437,-0.0026
crossing,CR11,175,9.5902652,76.5300987,5.25,88.53,0.0035,-0.0137,9.7883,-0.01068,-0.00331,-0.0026
crossing,CR11,176,9.5902666,76.5301463,5.22,88.38,-0.0258,-0.0137,9.7863,-0.00537,-0.01952,-0.0026
crossing,CR11,177,9.590268,76.5301939,5.24,88.23,0.0152,-0.0137,9.6938,0.00863,0.01296,-0.0026
crossing,CR11,178,9.5902696,76.5302417,5.25,88.08,0.0099,-0.0137,9.7863,-0.03293,-0.01371,-0.0026
crossing,CR11,179,9.5902713,76.5302898,5.28,87.93,0.0379,-0.0138,9.8468,-0.01574,0.0155,-0.0026
crossing,CR12,0,9.592045,76.5225602,5.36,86.28,0.0407,0.0,9.7865,0.02051,-0.00533,0.0
crossing,CR12,1,9.5920481,76.5226087,5.33,86.28,-0.0245,0.0,9.7599,-0.00376,0.0154,0.0
crossing,CR12,2,9.5920512,76.5226573,5.35,86.28,0.0179,0.0,9.864,0.02196,0.00597,0.0
crossing,CR12,3,9.5920544,76.5227059,5.35,86.28,-0.0005,0.0,9.8702,-0.03771,0.0007,0.0
crossing,CR12,4,9.5920575,76.5227546,5.35,86.28,0.0044,0.0,9.7312,0.00719,-0.03403,0.0
crossing,CR12,5,9.5920606,76.5228032,5.34,86.28,-0.009,0.0,9.814,-0.02772,0.01467,0.0
crossing,CR12,6,9.5920637,76.5228519,5.35,86.28,0.0095,0.0,9.8803,0.01608,-0.0185,0.0
crossing,CR12,7,9.5920668,76.5229006,5.36,86.28,0.0055,0.0,9.7385,0.00087,0.01816,0.0
crossing,CR12,8,9.5920699,76.5229491,5.33,86.28,-0.0252,0.0,9.8314,-0.00825,0.00134,0.0
crossing,CR12,9,9.592073,76.5229975,5.33,86.28,-0.0049,0.0,9.7952,0.00792,-0.061,0.0
crossing,CR12,10,9.5920761,76.523046,5.33,86.28,-0.0036,0.0,9.8515,-0.0023,-0.02502,0.0
crossing,CR12,11,9.5920792,76.5230944,5.33,86.28,0.0073,0.0,9.7749,0.01025,0.00481,0.0
crossing,CR12,12,9.5920823,76.5231429,5.33,86.28,0.0001,0.0,9.7767,-0.00982,-0.01966,0.0
crossing,CR12,13,9.5920854,76.5231911,5.3,86.28,-0.0343,0.0,9.8081,-0.01242,-0.0013,0.0
crossing,CR12,14,9.5920885,76.5232393,5.31,86.28,0.0089,0.0,9.7439,0.0209,-0.00211,0.0
crossing,CR12,15,9.5920916,76.5232876,5.31,86.28,0.0043,0.0,9.85,0.03309,0.00617,0.0
crossing,CR12,16,9.5920947,76.5233357,5.28,86.28,-0.0291,0.0,9.7443,0.00507,0.00841,0.0
crossing,CR12,17,9.5920978,76.5233834,5.25,86.28,-0.0365,0.0,9.7544,-0.00024,-0.00764,0.0
crossing,CR12,18,9.5921008,76.5234314,5.28,86.28,0.0335,0.0,9.7857,0.00026,0.01152,0.0
crossing,CR12,19,9.5921039,76.5234795,5.29,86.28,0.0126,0.0,9.813,0.00702,-0.00495,0.0
crossing,CR12,20,9.592107,76.5235275,5.28,86.28,-0.013,0.0,9.736,0.01084,0.00651,0.0
crossing,CR12,21,9.5921101,76.5235756,5.3,86.28,0.0198,0.0,9.8297,0.03011,0.01959,0.0
crossing,CR12,22,9.5921132,76.5236239,5.3,86.28,0.0037,0.0,9.8043,0.04204,0.0103,0.0
crossing,CR12,23,9.5921163,76.5236723,5.33,86.28,0.0292,0.0,9.817,0.00398,0.01051,0.0
crossing,CR12,24,9.5921194,76.5237206,5.31,86.28,-0.0246,0.0,9.7105,-0.03454,0.05478,0.0
crossing,CR12,25,9.5921225,76.523769,5.33,86.28,0.0178,0.0,9.8483,-0.02952,0.00232,0.0
crossing,CR12,26,9.5921256,76.5238173,5.31,86.28,-0.0159,0.0,9.8126,-0.00423,-0.01126,0.0
crossing,CR12,27,9.5921286,76.5238656,5.32,86.28,0.0088,0.0,9.8109,-0.03743,0.00915,0.0
crossing,CR12,28,9.5921318,76.5239142,5.34,86.28,0.025,0.0,9.884,-0.04426,0.0099,0.0
crossing,CR12,29,9.5921349,76.523963,5.36,86.28,0.0209,0.0,9.7694,0.01976,0.04045,0.0
crossing,CR12,30,9.592138,76.5240115,5.34,86.28,-0.0272,0.0,9.8275,0.02052,-0.01998,0.0
crossing,CR12,31,9.5921411,76.5240598,5.31,86.28,-0.0227,0.0,9.8222,0.00644,-0.03781,0.0
crossing,CR12,32,9.5921442,76.5241085,5.35,86.28,0.0382,0.0,9.8284,0.01249,0.03618,0.0
crossing,CR12,33,9.5921473,76.5241573,5.37,86.28,0.0198,0.0,9.8465,-0.01177,-0.00312,0.0
crossing,CR12,34,9.5921505,76.5242062,5.38,86.28,0.0039,0.0,9.8036,0.00048,-0.00503,0.0
crossing,CR12,35,9.5921536,76.524255,5.37,86.28,-0.0047,0.0,9.7559,0.00365,-0.03265,0.0
crossing,CR12,36,9.5921567,76.5243036,5.34,86.28,-0.0311,0.0,9.7567,-0.01216,0.03978,0.0
crossing,CR12,37,9.5921598,76.5243523,5.36,86.28,0.017,0.0,9.7931,0.03579,-0.02229,0.0
crossing,CR12,38,9.592163,76.5244012,5.38,86.28,0.0277,0.0,9.841,-0.01394,0.00914,0.0
crossing,CR12,39,9.5921661,76.5244502,5.38,86.28,-0.0012,0.0,9.7988,0.01016,0.01905,0.0
crossing,CR12,40,9.5921692,76.524499,5.37,86.28,-0.0118,0.0,9.8027,0.01659,0.03081,0.0
crossing,CR12,41,9.5921724,76.5245478,5.37,86.28,0.0011,0.0,9.7593,-0.00412,0.00307,0.0
crossing,CR12,42,9.5921755,76.5245966,5.36,86.28,-0.0095,0.0,9.775,-0.00019,-0.03031,0.0
crossing,CR12,43,9.5921786,76.5246451,5.33,86.28,-0.0322,0.0,9.8288,-0.01966,0.02067,0.0
crossing,CR12,44,9.5921817,76.5246934,5.32,86.28,-0.0132,0.0,9.7413,-0.01106,0.01652,0.0
crossing,CR12,45,9.5921848,76.5247418,5.32,86.28,0.0025,0.0,9.9185,-0.01029,-0.03774,0.0
crossing,CR12,46,9.5921879,76.5247898,5.28,86.28,-0.0439,0.0,9.8844,-0.03027,-0.00455,0.0
crossing,CR12,47,9.592191,76.5248381,5.32,86.28,0.039,0.0,9.7056,0.01254,0.01877,0.0
crossing,CR12,48,9.592194,76.5248863,5.3,86.28,-0.0112,0.0,9.8044,-0.00285,-0.02151,0.0
crossing,CR12,49,9.5921971,76.5249343,5.28,86.28,-0.0251,0.0,9.8048,-0.01123,-0.02595,0.0
crossing,CR12,50,9.5922002,76.5249824,5.28,86.28,0.0043,0.0,9.7738,-0.00861,-0.01546,0.0
crossing,CR12,51,9.5922033,76.5250302,5.26,86.28,-0.0237,0.0,9.7926,-0.01895,-0.0039,0.0
crossing,CR12,52,9.5922063,76.5250778,5.24,86.28,-0.0171,0.0,9.8549,0.01364,0.01242,0.0
crossing,CR12,53,9.5922093,76.5251251,5.2,86.28,-0.0406,0.0,9.8592,-0.02489,-0.01555,0.0
crossing,CR12,54,9.5922124,76.5251724,5.2,86.28,-0.0066,0.0,9.828,0.03988,0.01921,0.0
crossing,CR12,55,9.5922154,76.5252195,5.19,86.28,-0.0091,0.0,9.749,-0.02476,-0.00972,0.0
crossing,CR12,56,9.5922184,76.5252668,5.2,86.28,0.0162,0.0,9.7492,-0.00755,-0.00028,0.0
crossing,CR12,57,9.5922215,76.5253142,5.22,86.28,0.0139,0.0,9.8193,-0.0102,-0.00655,0.0
crossing,CR12,58,9.5922245,76.5253617,5.22,86.28,0.0049,0.0,9.7582,-0.03849,0.03487,0.0
crossing,CR12,59,9.5922276,76.5254094,5.25,86.28,0.0285,0.0,9.8427,0.04163,-0.00603,0.0
crossing,CR12,60,9.5922306,76.5254571,5.24,86.28,-0.009,0.0,9.7475,0.00063,0.00626,0.0
crossing,CR12,61,9.5922337,76.5255047,5.24,86.28,-0.0047,0.0,9.794,-0.0245,0.03615,0.0
crossing,CR12,62,9.5922367,76.5255521,5.22,86.28,-0.0198,0.0,9.8709,-0.01669,-0.02753,0.0
crossing,CR12,63,9.5922397,76.5255996,5.22,86.28,0.0015,0.0,9.7781,-0.00312,0.00356,0.0
crossing,CR12,64,9.5922428,76.5256469,5.21,86.28,-0.0086,0.0,9.8198,0.00269,-0.02729,0.0
crossing,CR12,65,9.5922458,76.5256945,5.23,86.28,0.0234,0.0,9.8033,0.0101,-0.00959,0.0
crossing,CR12,66,9.5922489,76.525742,5.22,86.28,-0.0093,0.0,9.764,0.00232,0.01285,0.0
crossing,CR12,67,9.5922519,76.5257894,5.22,86.28,-0.0032,0.0,9.8046,0.01974,0.04964,0.0
crossing,CR12,68,9.5922549,76.5258367,5.2,86.28,-0.02,0.0,9.7612,-0.06241,-0.01884,0.0
crossing,CR12,69,9.592258,76.5258839,5.19,86.28,-0.0102,0.0,9.8502,-0.0059,-0.00521,0.0
crossing,CR12,70,9.592261,76.5259313,5.21,86.28,0.0174,0.0,9.8553,0.02088,0.05273,0.0
crossing,CR12,71,9.592264,76.5259788,5.24,86.28,0.0277,0.0,9.8863,-0.01033,0.0075,0.0
crossing,CR12,72,9.5922671,76.5260268,5.27,86.28,0.0359,0.0,9.7446,-0.00264,-0.00216,0.0
crossing,CR12,73,9.5922702,76.5260747,5.27,86.28,-0.0007,0.0,9.7466,0.01897,0.00456,0.0
crossing,CR12,74,9.5922733,76.5261227,5.28,86.28,0.0072,0.0,9.7875,0.00419,0.00206,0.0
crossing,CR12,75,9.5922763,76.5261705,5.26,86.28,-0.0137,0.0,9.7974,0.0384,-0.03021,0.0
crossing,CR12,76,9.5922794,76.5262181,5.24,86.28,-0.0277,0.0,9.8019,-0.01006,0.03209,0.0
crossing,CR12,77,9.5922824,76.5262659,5.26,86.28,0.0212,0.0,9.796,-0.02276,0.03277,0.0
crossing,CR12,78,9.5922855,76.5263136,5.24,86.28,-0.0147,0.0,9.8537,0.00951,0.02634,0.0
crossing,CR12,79,9.5922886,76.5263614,5.26,86.28,0.0196,0.0,9.7928,0.01383,0.01136,0.0
crossing,CR12,80,9.5922916,76.5264093,5.27,86.28,0.003,0.0,9.8382,0.01892,-0.00477,0.0
crossing,CR12,81,9.5922947,76.5264572,5.27,86.28,0.0083,0.0,9.7924,0.0101,-0.00272,0.0
crossing,CR12,82,9.5922978,76.526505,5.26,86.28,-0.0151,0.0,9.8188,0.00748,-0.00106,0.0
crossing,CR12,83,9.5923008,76.5265528,5.25,86.28,-0.0081,0.0,9.721,-0.01053,-0.02528,0.0
crossing,CR12,84,9.5923038,76.5266001,5.2,86.28,-0.0461,0.0,9.8299,-0.01598,0.01209,0.0
crossing,CR12,85,9.5923069,76.5266473,5.2,86.28,-0.0078,0.0,9.842,-0.0074,-0.01428,0.0
crossing,CR12,86,9.5923099,76.5266944,5.18,86.28,-0.0151,0.0,9.805,-0.00632,0.00806,0.0
crossing,CR12,87,9.5923129,76.5267417,5.2,86.28,0.0218,0.0,9.7775,0.02412,-0.01237,0.0
crossing,CR12,88,9.5923159,76.526789,5.2,86.28,0.0013,0.0,9.7527,0.01409,0.0083,0.0
crossing,CR12,89,9.592319,76.5268364,5.21,86.28,0.0025,0.0,9.8296,0.02125,0.01322,0.0
crossing,CR12,90,9.592322,76.5268838,5.21,86.28,0.0073,0.0,9.8295,0.00719,-0.01013,0.0
crossing,CR12,91,9.5923252,76.5269317,5.27,86.13,0.0564,-0.0138,9.8587,-0.01174,0.00215,-0.0026
crossing,CR12,92,9.5923285,76.5269798,5.29,85.98,0.0217,-0.0139,9.7164,0.02236,-0.02164,-0.0026
crossing,CR12,93,9.592332,76.5270279,5.29,85.83,-0.0019,-0.0139,9.8404,0.02103,-0.01369,-0.0026
crossing,CR12,94,9.5923356,76.5270762,5.32,85.68,0.0275,-0.0139,9.7893,0.00164,0.03117,-0.0026
crossing,CR12,95,9.5923393,76.5271245,5.32,85.53,-0.0012,-0.0139,9.7904,0.01099,0.04185,-0.0026
crossing,CR12,96,9.5923432,76.5271728,5.33,85.38,0.011,-0.0139,9.726,0.00084,0.03129,-0.0026
crossing,CR12,97,9.5923472,76.5272215,5.36,85.23,0.0327,-0.014,9.7698,-0.02001,0.00916,-0.0026
crossing,CR12,98,9.5923513,76.52727,5.34,85.08,-0.0209,-0.014,9.7624,0.00523,-0.00763,-0.0026
crossing,CR12,99,9.5923555,76.5273186,5.36,84.93,0.0165,-0.014,9.7646,0.01954,0.0183,-0.0026
crossing,CR12,100,9.5923599,76.5273672,5.36,84.78,-0.0001,-0.014,9.7977,-0.01421,-0.0184,-0.0026
crossing,CR12,101,9.5923644,76.5274159,5.37,84.63,0.0144,-0.0141,9.8481,-0.01778,0.0048,-0.0026
crossing,CR12,102,9.592369,76.5274643,5.34,84.48,-0.0307,-0.014,9.7442,-0.00434,0.01864,-0.0026
crossing,CR12,103,9.5923738,76.5275128,5.35,84.33,0.0055,-0.014,9.8684,0.01325,0.01703,-0.0026
crossing,CR12,104,9.5923787,76.5275615,5.38,84.18,0.0311,-0.0141,9.843,0.02605,-0.03836,-0.0026
crossing,CR12,105,9.5923836,76.5276097,5.32,84.03,-0.0541,-0.0139,9.7982,0.02129,0.02123,-0.0026
crossing,CR12,106,9.5923887,76.527658,5.33,83.88,0.0093,-0.014,9.6806,-0.00469,-0.03235,-0.0026
crossing,CR12,107,9.592394,76.5277062,5.32,83.73,-0.009,-0.0139,9.8092,-0.0028,0.0179,-0.0026
crossing,CR12,108,9.5923993,76.5277546,5.34,83.58,0.0219,-0.014,9.7599,-0.0,-0.01756,-0.0026
crossing,CR12,109,9.5924048,76.5278031,5.35,83.43,0.0104,-0.014,9.7725,-0.01953,0.05127,-0.0026
crossing,CR12,110,9.5924105,76.5278516,5.37,83.28,0.0139,-0.0141,9.7562,-0.0725,-0.00951,-0.0026
crossing,CR12,111,9.5924162,76.5279002,5.36,83.13,-0.0044,-0.014,9.8273,0.03208,-0.00845,-0.0026
crossing,CR12,112,9.5924222,76.5279489,5.39,82.98,0.0292,-0.0141,9.8142,-0.00394,-0.03012,-0.0026
crossing,CR12,113,9.5924282,76.5279976,5.38,82.83,-0.0117,-0.0141,9.796,-0.02768,0.00695,-0.0026
crossing,CR12,114,9.5924343,76.5280462,5.38,82.68,-0.0034,-0.0141,9.7823,0.02363,-0.0052,-0.0026
crossing,CR12,115,9.5924406,76.5280946,5.36,82.53,-0.0212,-0.014,9.7915,0.03049,0.00975,-0.0026
crossing,CR12,116,9.592447,76.528143,5.36,82.38,0.0078,-0.014,9.7944,0.00371,0.01486,-0.0026
crossing,CR12,117,9.5924535,76.5281915,5.37,82.23,0.004,-0.0141,9.8248,0.02073,-0.00273,-0.0026
crossing,CR12,118,9.5924602,76.5282401,5.39,82.08,0.0183,-0.0141,9.7886,0.03049,0.00031,-0.0026
crossing,CR12,119,9.592467,76.5282888,5.4,81.93,0.0131,-0.0141,9.7799,0.00272,0.00386,-0.0026
crossing,CR12,120,9.5924739,76.5283375,5.4,81.78,-0.0037,-0.0141,9.7772,0.01525,0.02046,-0.0026
crossing,CR12,121,9.592481,76.5283861,5.4,81.63,-0.0009,-0.0141,9.8114,0.0097,0.00088,-0.0026
crossing,CR12,122,9.5924882,76.5284349,5.42,81.48,0.0252,-0.0142,9.8072,0.02905,-0.00453,-0.0026
crossing,CR12,123,9.5924956,76.5284842,5.47,81.33,0.0478,-0.0143,9.8294,0.00739,0.01861,-0.0026
crossing,CR12,124,9.5925031,76.5285335,5.48,81.18,0.0104,-0.0143,9.8267,0.02314,0.00371,-0.0026
crossing,CR12,125,9.5925108,76.5285829,5.48,81.03,0.0058,-0.0144,9.7928,0.00144,-0.02809,-0.0026
crossing,CR12,126,9.5925186,76.5286322,5.48,80.88,-0.0006,-0.0144,9.8416,0.02268,0.0093,-0.0026
crossing,CR12,127,9.5925266,76.5286818,5.51,80.73,0.0292,-0.0144,9.8561,-0.00777,0.01094,-0.0026
crossing,CR12,128,9.5925347,76.5287312,5.5,80.58,-0.0137,-0.0144,9.8657,0.02089,0.0381,-0.0026
crossing,CR12,129,9.5925429,76.5287805,5.49,80.43,-0.0124,-0.0144,9.7875,-0.00873,0.04156,-0.0026
crossing,CR12,130,9.5925512,76.5288296,5.47,80.28,-0.0148,-0.0143,9.7485,-0.01012,-0.02283,-0.0026
crossing,CR12,131,9.5925596,76.5288787,5.46,80.13,-0.0086,-0.0143,9.8193,0.00467,0.00339,-0.0026
crossing,CR12,132,9.5925681,76.5289277,5.47,79.98,0.0015,-0.0143,9.7967,0.00672,0.01103,-0.0026
crossing,CR12,133,9.5925767,76.5289765,5.44,79.83,-0.0213,-0.0143,9.7487,-0.01923,0.01553,-0.0026
